Date,Close/Last,Open,High,Low
01/20/2016,1859.33,1876.18,1876.18,1812.29
01/19/2016,1881.33,1888.66,1901.44,1864.60
01/15/2016,1880.33,1916.68,1916.68,1857.83
01/14/2016,1921.84,1891.68,1934.47,1878.93
01/13/2016,1890.28,1940.34,1950.33,1886.41
01/12/2016,1938.68,1927.83,1947.38,1914.35
01/11/2016,1923.67,1926.12,1935.65,1901.10
01/08/2016,1922.03,1945.97,1960.40,1918.46
01/07/2016,1943.09,1985.32,1985.32,1938.83
01/06/2016,1990.26,2011.71,2011.71,1979.05
01/05/2016,2016.71,2013.78,2021.94,2004.17
01/04/2016,2012.66,2038.20,2038.20,1989.68
12/31/2015,2043.94,2060.59,2062.54,2043.62
12/30/2015,2063.36,2077.34,2077.34,2061.97
12/29/2015,2078.36,2060.54,2081.56,2060.54
12/28/2015,2056.50,2057.77,2057.77,2044.20
12/25/2015,2060.99,0.00,0.00,0.00
12/24/2015,2060.99,2063.52,2067.36,2058.73
12/23/2015,2064.29,2042.20,2064.73,2042.20
12/22/2015,2038.97,2023.15,2042.74,2020.49
12/21/2015,2021.15,2010.27,2022.90,2005.93
12/18/2015,2005.55,2040.81,2040.81,2005.33
12/17/2015,2041.89,2073.76,2076.37,2041.66
12/16/2015,2073.07,2046.50,2076.72,2042.43
12/15/2015,2043.41,2025.55,2053.87,2025.55
12/14/2015,2021.94,2013.37,2022.92,1993.26
12/11/2015,2012.37,2047.27,2047.27,2008.80
12/10/2015,2052.23,2047.93,2067.65,2045.67
12/09/2015,2047.62,2061.17,2080.33,2036.53
12/08/2015,2063.59,2073.39,2073.85,2052.32
12/07/2015,2077.07,2090.42,2090.42,2066.78
12/04/2015,2091.69,2051.24,2093.84,2051.24
12/03/2015,2049.62,2080.71,2085.00,2042.35
12/02/2015,2079.51,2101.71,2104.27,2077.11
12/01/2015,2102.63,2082.93,2103.37,2082.93
11/30/2015,2080.41,2090.95,2093.81,2080.41
11/27/2015,2090.11,2088.82,2093.29,2084.13
11/26/2015,2088.87,0.00,0.00,0.00
11/25/2015,2088.87,2089.30,2093.00,2086.30
11/24/2015,2089.14,2084.42,2094.12,2070.29
11/23/2015,2086.59,2089.41,2095.61,2081.39
11/20/2015,2089.17,2082.82,2097.06,2082.82
11/19/2015,2081.24,2083.70,2086.74,2078.76
11/18/2015,2083.58,2051.99,2085.31,2051.99
11/17/2015,2050.44,2053.67,2066.69,2045.90
11/16/2015,2053.19,2022.08,2053.22,2019.39
11/13/2015,2023.04,2044.64,2044.64,2022.02
11/12/2015,2045.97,2072.29,2072.29,2045.66
11/11/2015,2075.00,2083.41,2086.94,2074.85
11/10/2015,2081.72,2077.19,2083.67,2069.91
11/09/2015,2078.58,2096.56,2096.56,2068.24
11/06/2015,2099.20,2098.60,2101.91,2083.74
11/05/2015,2099.93,2101.68,2108.78,2090.41
11/04/2015,2102.31,2110.60,2114.59,2096.98
11/03/2015,2109.79,2102.63,2116.48,2097.51
11/02/2015,2104.05,2080.76,2106.20,2080.76
10/30/2015,2079.36,2090.00,2094.32,2079.34
10/29/2015,2089.41,2088.35,2092.52,2082.63
10/28/2015,2090.35,2066.48,2090.35,2063.11
10/27/2015,2065.89,2068.75,2070.37,2058.84
10/26/2015,2071.18,2075.08,2075.14,2066.53
10/23/2015,2075.15,2058.19,2079.74,2058.19
10/22/2015,2052.51,2021.88,2055.20,2021.88
10/21/2015,2018.94,2033.47,2037.97,2017.22
10/20/2015,2030.77,2033.13,2039.12,2026.61
10/19/2015,2033.66,2031.73,2034.45,2022.31
10/16/2015,2033.11,2024.37,2033.54,2020.46
10/15/2015,2023.86,1996.47,2024.15,1996.47
10/14/2015,1994.24,2003.66,2009.56,1990.73
10/13/2015,2003.69,2015.00,2022.34,2001.78
10/12/2015,2017.46,2015.65,2018.66,2010.55
10/09/2015,2014.89,2013.73,2020.13,2007.61
10/08/2015,2013.43,1994.01,2016.50,1987.53
10/07/2015,1995.83,1982.34,1999.31,1976.44
10/06/2015,1979.92,1986.63,1991.62,1971.99
10/05/2015,1987.05,1954.33,1989.17,1954.33
10/02/2015,1951.36,1921.77,1951.36,1893.70
10/01/2015,1923.82,1919.65,1927.21,1900.70
09/30/2015,1920.03,1887.14,1920.53,1887.14
09/29/2015,1884.09,1881.90,1899.48,1871.91
09/28/2015,1881.77,1929.18,1929.18,1879.21
09/25/2015,1931.34,1935.93,1952.89,1921.50
09/24/2015,1932.24,1934.81,1937.17,1908.92
09/23/2015,1938.76,1943.24,1949.52,1932.57
09/22/2015,1942.74,1961.39,1961.39,1929.22
09/21/2015,1966.97,1960.84,1979.64,1955.80
09/18/2015,1958.03,1989.66,1989.66,1953.45
09/17/2015,1990.20,1995.33,2020.86,1986.73
09/16/2015,1995.31,1978.02,1997.26,1977.93
09/15/2015,1978.09,1955.10,1983.19,1954.30
09/14/2015,1953.03,1963.06,1963.06,1948.27
09/11/2015,1961.05,1951.45,1961.05,1939.19
09/10/2015,1952.29,1941.59,1965.29,1937.19
09/09/2015,1942.04,1971.45,1988.63,1937.88
09/08/2015,1969.41,1927.30,1970.42,1927.30
09/07/2015,1921.22,0.00,0.00,0.00
09/04/2015,1921.22,1947.76,1947.76,1911.21
09/03/2015,1951.13,1950.79,1975.01,1944.72
09/02/2015,1948.86,1916.52,1948.91,1916.52
09/01/2015,1913.85,1970.09,1970.09,1903.07
08/31/2015,1972.18,1986.73,1986.73,1965.98
08/28/2015,1988.87,1986.06,1993.48,1975.19
08/27/2015,1987.66,1942.77,1989.60,1942.77
08/26/2015,1940.51,1872.75,1943.09,1872.75
08/25/2015,1867.61,1898.08,1948.04,1867.08
08/24/2015,1893.21,1965.15,1965.15,1867.01
08/21/2015,1970.89,2034.08,2034.08,1970.89
08/20/2015,2035.73,2076.61,2076.61,2035.73
08/19/2015,2079.61,2095.69,2096.17,2070.53
08/18/2015,2096.92,2101.99,2103.47,2094.14
08/17/2015,2102.44,2089.70,2102.87,2079.30
08/14/2015,2091.54,2083.15,2092.45,2080.61
08/13/2015,2083.39,2086.19,2092.93,2078.26
08/12/2015,2086.05,2081.10,2089.06,2052.09
08/11/2015,2084.07,2102.66,2102.66,2076.49
08/10/2015,2104.18,2080.98,2105.35,2080.98
08/07/2015,2077.57,2082.61,2082.61,2067.91
08/06/2015,2083.56,2100.75,2103.32,2075.53
08/05/2015,2099.84,2095.27,2112.66,2095.27
08/04/2015,2093.32,2097.68,2102.51,2088.60
08/03/2015,2098.04,2104.49,2105.70,2087.31
07/31/2015,2103.84,2111.60,2114.24,2102.07
07/30/2015,2108.63,2106.78,2110.48,2094.97
07/29/2015,2108.57,2094.70,2110.60,2094.08
07/28/2015,2093.25,2070.75,2095.60,2069.09
07/27/2015,2067.64,2078.19,2078.19,2063.52
07/24/2015,2079.65,2102.24,2106.01,2077.09
07/23/2015,2102.15,2114.16,2116.87,2098.63
07/22/2015,2114.15,2118.21,2118.51,2110.00
07/21/2015,2119.21,2127.55,2128.49,2115.40
07/20/2015,2128.28,2126.85,2132.82,2123.65
07/17/2015,2126.64,2126.80,2128.91,2119.88
07/16/2015,2124.29,2110.55,2124.42,2110.55
07/15/2015,2107.40,2109.01,2114.14,2102.49
07/14/2015,2108.95,2099.72,2111.98,2098.18
07/13/2015,2099.60,2080.03,2100.67,2080.03
07/10/2015,2076.62,2052.74,2081.31,2052.74
07/09/2015,2051.31,2049.73,2074.28,2049.73
07/08/2015,2046.68,2077.66,2077.66,2044.66
07/07/2015,2081.34,2069.52,2083.74,2044.02
07/06/2015,2068.76,2073.95,2078.61,2058.40
07/03/2015,2076.78,0.00,0.00,0.00
07/02/2015,2076.78,2078.03,2085.06,2071.02
07/01/2015,2077.42,2067.00,2082.78,2067.00
06/30/2015,2063.11,2061.19,2074.28,2056.32
06/29/2015,2057.64,2098.63,2098.63,2056.64
06/26/2015,2101.49,2102.62,2108.92,2095.38
06/25/2015,2102.31,2109.96,2116.04,2101.78
06/24/2015,2108.58,2123.65,2125.10,2108.58
06/23/2015,2124.20,2123.16,2128.03,2119.89
06/22/2015,2122.85,2112.50,2129.87,2112.50
06/19/2015,2109.99,2121.06,2121.64,2109.45
06/18/2015,2121.24,2101.58,2126.65,2101.58
06/17/2015,2100.44,2097.40,2106.79,2088.86
06/16/2015,2096.29,2084.26,2097.40,2082.10
06/15/2015,2084.43,2091.34,2091.34,2072.49
06/12/2015,2094.11,2107.43,2107.43,2091.33
06/11/2015,2108.86,2106.24,2115.02,2106.24
06/10/2015,2105.20,2081.12,2108.50,2081.12
06/09/2015,2080.15,2079.07,2085.62,2072.14
06/08/2015,2079.28,2092.34,2093.01,2079.11
06/05/2015,2092.83,2095.09,2100.99,2085.67
06/04/2015,2095.84,2112.35,2112.89,2093.23
06/03/2015,2114.07,2110.64,2121.92,2109.61
06/02/2015,2109.60,2110.41,2117.59,2099.14
06/01/2015,2111.73,2108.64,2119.15,2102.54
05/29/2015,2107.39,2120.66,2120.66,2104.89
05/28/2015,2120.79,2122.27,2122.27,2112.86
05/27/2015,2123.48,2105.13,2126.22,2105.13
05/26/2015,2104.20,2125.34,2125.34,2099.18
05/25/2015,2126.06,0.00,0.00,0.00
05/22/2015,2126.06,2130.36,2132.15,2126.06
05/21/2015,2130.82,2125.55,2134.28,2122.95
05/20/2015,2125.85,2127.79,2134.72,2122.59
05/19/2015,2127.83,2129.45,2133.02,2124.50
05/18/2015,2129.20,2121.30,2131.78,2120.01
05/15/2015,2122.73,2122.07,2123.89,2116.79
05/14/2015,2121.10,2100.43,2121.45,2100.43
05/13/2015,2098.48,2099.62,2110.19,2096.04
05/12/2015,2099.12,2102.87,2105.06,2085.57
05/11/2015,2105.33,2115.56,2117.69,2104.58
05/08/2015,2116.10,2092.13,2117.66,2092.13
05/07/2015,2088.00,2079.96,2092.90,2074.99
05/06/2015,2080.15,2091.26,2098.42,2067.93
05/05/2015,2089.46,2112.63,2115.24,2088.46
05/04/2015,2114.49,2110.23,2120.95,2110.23
05/01/2015,2108.29,2087.38,2108.41,2087.38
04/30/2015,2085.51,2105.52,2105.52,2077.59
04/29/2015,2106.85,2112.49,2113.65,2097.41
04/28/2015,2114.76,2108.35,2116.09,2094.89
04/27/2015,2108.92,2119.29,2125.92,2107.04
04/24/2015,2117.69,2112.80,2120.92,2112.80
04/23/2015,2112.93,2107.21,2120.49,2103.19
04/22/2015,2107.96,2098.27,2109.98,2091.05
04/21/2015,2097.29,2102.82,2109.64,2094.38
04/20/2015,2100.40,2084.11,2103.94,2084.11
04/17/2015,2081.18,2102.58,2102.58,2072.37
04/16/2015,2104.99,2105.96,2111.30,2100.02
04/15/2015,2106.63,2097.82,2111.91,2097.82
04/14/2015,2095.84,2092.28,2098.62,2083.24
04/13/2015,2092.43,2102.03,2107.65,2092.33
04/10/2015,2102.06,2091.51,2102.61,2091.51
04/09/2015,2091.18,2081.29,2093.31,2074.29
04/08/2015,2081.90,2076.94,2086.69,2073.30
04/07/2015,2076.33,2080.79,2089.81,2076.10
04/06/2015,2080.62,2064.87,2086.99,2056.52
04/03/2015,2066.96,0.00,0.00,0.00
04/02/2015,2066.96,2060.03,2072.17,2057.32
04/01/2015,2059.69,2067.63,2067.63,2048.38
03/31/2015,2067.89,2084.05,2084.05,2067.04
03/30/2015,2086.24,2064.11,2088.97,2064.11
03/27/2015,2061.02,2055.78,2062.83,2052.96
03/26/2015,2056.15,2059.94,2067.15,2045.50
03/25/2015,2061.05,2093.10,2097.43,2061.05
03/24/2015,2091.50,2103.94,2107.63,2091.50
03/23/2015,2104.42,2107.99,2114.86,2104.42
03/20/2015,2108.10,2090.32,2113.92,2090.32
03/19/2015,2089.27,2098.69,2098.69,2085.56
03/18/2015,2099.50,2072.84,2106.85,2061.23
03/17/2015,2074.28,2080.59,2080.59,2065.08
03/16/2015,2081.19,2055.35,2081.41,2055.35
03/13/2015,2053.40,2064.56,2064.56,2041.17
03/12/2015,2065.95,2041.10,2066.41,2041.10
03/11/2015,2040.24,2044.69,2050.08,2039.69
03/10/2015,2044.16,2076.14,2076.14,2044.16
03/09/2015,2079.43,2072.25,2083.49,2072.21
03/06/2015,2071.26,2100.91,2100.91,2067.27
03/05/2015,2101.04,2098.54,2104.25,2095.22
03/04/2015,2098.53,2107.72,2107.72,2087.62
03/03/2015,2107.78,2115.76,2115.76,2098.26
03/02/2015,2117.39,2105.23,2117.52,2104.50
02/27/2015,2104.50,2110.88,2112.74,2103.75
02/26/2015,2110.74,2113.91,2113.91,2103.76
02/25/2015,2113.86,2115.30,2119.59,2109.89
02/24/2015,2115.48,2109.10,2117.94,2105.87
02/23/2015,2109.66,2109.83,2110.05,2103.00
02/20/2015,2110.30,2097.65,2110.61,2085.44
02/19/2015,2097.45,2099.25,2102.13,2090.79
02/18/2015,2099.68,2099.16,2100.23,2092.15
02/17/2015,2100.34,2096.47,2101.30,2089.80
02/16/2015,2096.99,0.00,0.00,0.00
02/13/2015,2096.99,2088.78,2097.03,2086.70
02/12/2015,2088.48,2069.98,2088.53,2069.98
02/11/2015,2068.53,2068.55,2073.48,2057.99
02/10/2015,2068.59,2049.38,2070.86,2048.62
02/09/2015,2046.74,2053.47,2056.16,2041.88
02/06/2015,2055.47,2062.28,2072.40,2049.97
02/05/2015,2062.52,2043.45,2063.55,2043.45
02/04/2015,2041.51,2048.86,2054.74,2036.72
02/03/2015,2050.03,2022.71,2050.30,2022.71
02/02/2015,2020.85,1996.67,2021.66,1980.90
01/30/2015,1994.99,2019.35,2023.32,1993.38
01/29/2015,2021.25,2002.45,2024.64,1989.18
01/28/2015,2002.16,2032.34,2042.49,2001.49
01/27/2015,2029.55,2047.86,2047.86,2019.91
01/26/2015,2057.09,2050.42,2057.62,2040.97
01/23/2015,2051.82,2062.98,2062.98,2050.54
01/22/2015,2063.15,2034.30,2064.62,2026.38
01/21/2015,2032.12,2020.19,2038.29,2012.04
01/20/2015,2022.55,2020.76,2028.94,2004.49
01/19/2015,2019.42,0.00,0.00,0.00
01/16/2015,2019.42,1992.25,2020.46,1988.12
01/15/2015,1992.67,2013.75,2021.35,1991.47
01/14/2015,2011.27,2018.40,2018.40,1988.44
01/13/2015,2023.03,2031.58,2056.93,2008.25
01/12/2015,2028.26,2046.13,2049.30,2022.58
01/09/2015,2044.81,2063.45,2064.43,2038.33
01/08/2015,2062.14,2030.61,2064.08,2030.61
01/07/2015,2025.90,2005.55,2029.61,2005.55
01/06/2015,2002.61,2022.15,2030.25,1992.44
01/05/2015,2020.58,2054.44,2054.44,2017.34
01/02/2015,2058.20,2058.90,2072.36,2046.04
01/01/2015,2058.90,0.00,0.00,0.00
12/31/2014,2058.90,2082.11,2085.58,2057.94
12/30/2014,2080.35,2088.49,2088.49,2079.53
12/29/2014,2090.57,2087.63,2093.55,2085.75
12/26/2014,2088.77,2084.30,2092.70,2084.30
12/25/2014,2081.88,0.00,0.00,0.00
12/24/2014,2081.88,2083.25,2087.56,2081.86
12/23/2014,2082.17,2081.48,2086.73,2079.77
12/22/2014,2078.54,2069.28,2078.76,2069.28
12/19/2014,2070.65,2061.04,2077.85,2061.03
12/18/2014,2061.23,2018.98,2061.23,2018.98
12/17/2014,2012.89,1973.77,2016.75,1973.77
12/16/2014,1972.74,1986.71,2016.89,1972.56
12/15/2014,1989.63,2005.03,2018.69,1982.26
12/12/2014,2002.33,2030.36,2032.25,2002.33
12/11/2014,2035.33,2027.92,2055.53,2027.92
12/10/2014,2026.14,2058.86,2058.86,2024.26
12/09/2014,2059.82,2056.55,2060.60,2034.17
12/08/2014,2060.31,2074.84,2075.78,2054.27
12/05/2014,2075.37,2072.78,2079.47,2070.81
12/04/2014,2071.92,2073.64,2077.34,2062.34
12/03/2014,2074.33,2067.45,2076.28,2066.65
12/02/2014,2066.55,2053.77,2068.77,2053.77
12/01/2014,2053.44,2065.78,2065.78,2049.57
11/28/2014,2067.56,2074.78,2075.76,2065.06
11/27/2014,2072.83,0.00,0.00,0.00
11/26/2014,2072.83,2067.36,2073.29,2066.62
11/25/2014,2067.03,2070.15,2074.21,2064.75
11/24/2014,2069.41,2065.07,2070.17,2065.07
11/21/2014,2063.50,2057.46,2071.46,2056.75
11/20/2014,2052.75,2045.87,2053.84,2040.49
11/19/2014,2048.72,2051.16,2052.14,2040.37
11/18/2014,2051.80,2041.48,2056.08,2041.48
11/17/2014,2041.32,2038.29,2043.07,2034.46
11/14/2014,2039.82,2039.74,2042.22,2035.20
11/13/2014,2039.33,2039.21,2046.18,2030.44
11/12/2014,2038.25,2037.75,2040.33,2031.95
11/11/2014,2039.68,2038.20,2041.28,2035.28
11/10/2014,2038.26,2032.01,2038.70,2030.17
11/07/2014,2031.92,2032.36,2034.26,2025.07
11/06/2014,2031.21,2023.33,2031.61,2015.86
11/05/2014,2023.57,2015.29,2023.77,2014.42
11/04/2014,2012.10,2015.81,2015.98,2001.01
11/03/2014,2017.81,2018.21,2024.46,2013.68
10/31/2014,2018.05,2001.20,2018.19,2001.20
10/30/2014,1994.65,1979.49,1999.40,1974.75
10/29/2014,1982.30,1983.29,1991.40,1969.04
10/28/2014,1985.05,1964.14,1985.05,1964.14
10/27/2014,1961.63,1962.97,1964.64,1951.37
10/24/2014,1964.58,1951.59,1965.27,1946.27
10/23/2014,1950.82,1931.02,1961.95,1931.02
10/22/2014,1927.11,1941.29,1949.31,1926.83
10/21/2014,1941.28,1909.38,1942.45,1909.38
10/20/2014,1904.01,1885.62,1905.03,1882.30
